ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R185,Plasma and Beam Physics,R139109,Cold Atmospheric Pressure Plasma VUV Interactions With Surfaces: Effect of Local Gas Environment and Source Design,R139180
R185,Plasma and Beam Physics,R139124,Comparison of electron heating and energy loss mechanisms in an RF plasma jet operated in argon and helium,R139185
R185,Plasma and Beam Physics,R139100,Impact of plasma jet vacuum ultraviolet radiation on reactive oxygen species generation in bio-relevant liquids,R139177
R185,Plasma and Beam Physics,R139103,Summarizing results on the performance of a selective set of atmospheric plasma jets for separation of photons and reactive particles,R139178
R185,Plasma and Beam Physics,R139130,Atmospheric plasma VUV photon emission,R139187
R185,Plasma and Beam Physics,R139121,"Characterisation of volume and surface dielectric barrier discharges in N
            2
            –O
            2
            mixtures using optical emission spectroscopy",R139184
R185,Plasma and Beam Physics,R139112,Absolute ozone densities in a radio-frequency driven atmospheric pressure plasma using two-beam UV-LED absorption spectroscopy and numerical simulations,R139181
R185,Plasma and Beam Physics,R139127,Vacuum ultraviolet spectroscopy of cold atmospheric pressure plasma jets,R139186
R185,Plasma and Beam Physics,R139118,Determination of NO densities in a surface dielectric barrier discharge using optical emission spectroscopy,R139183
R185,Plasma and Beam Physics,R139106,Concepts and characteristics of the ‘COST Reference Microplasma Jet’,R139179
R185,Plasma and Beam Physics,R139135,2D spatially resolved O atom density profiles in an atmospheric pressure plasma jet: from the active plasma volume to the effluent,R139189
R185,Plasma and Beam Physics,R139132,Characterization of an RF-driven argon plasma at atmospheric pressure using broadband absorption and optical emission spectroscopy,R139188
R185,Plasma and Beam Physics,R139115,Chemical kinetics in an atmospheric pressure helium plasma containing humidity,R139182
R185,Plasma and Beam Physics,R145171,General Impact Theory of Pressure Broadening,R145224
R185,Plasma and Beam Physics,R145174,Theory of Line Broadening in Multiplet Spectra,R145225
R185,Plasma and Beam Physics,R145183,Semiempirical Formulas for the Electron-Impact Widths and Shifts of Isolated Ion Lines in Plasmas,R145228
R185,Plasma and Beam Physics,R145186,Impact Theory of the Broadening and Shift of Spectral Lines due to Electrons and Ions in a Plasma (Continued),R145229
R185,Plasma and Beam Physics,R145177,Stark Broadening of Hydrogen Lines in a Plasma,R145226
R185,Plasma and Beam Physics,R145180,Stark Broadening of Neutral Helium Lines in a Plasma,R145227
R185,Plasma and Beam Physics,R145188,Stark-profile calculations for Lyman-series lines of one-electron ions in dense plasmas,R145230
R185,Plasma and Beam Physics,R145194,Stark widths of doubly- and triply-ionized atom lines,R145232
R185,Plasma and Beam Physics,R145191,A theoretical study of the plasma broadening of helium-like transitions for high-Z emitters,R145231
R185,Plasma and Beam Physics,R145203,Stark broadening of neutral helium lines,R145235
R185,Plasma and Beam Physics,R145208,Stark broadening of spectral lines of multicharged ions of astrophysical interest. X. Ne VIII and Na IX,R145237
R185,Plasma and Beam Physics,R145205,Atomic data for opacity calculations. VIII. Line-profile parameters for 42 transitions in Li-like and Be-like ions,R145236
R185,Plasma and Beam Physics,R145197,Calculated stark widths of oxygen ion lines,R145233
R185,Plasma and Beam Physics,R145200,Line shapes of lithium-like ions emitted from plasmas,R145234
R185,Plasma and Beam Physics,R145210,Stark broadening of the B III2s−2plines,R145238
R185,Plasma and Beam Physics,R145222,On the Stark Broadening of Be II Spectral Lines,R145242
R185,Plasma and Beam Physics,R145213,Electron impact broadening of spectral lines in Be-like ions: quantum calculations,R145239
R185,Plasma and Beam Physics,R145216,Relativistic quantum mechanical calculations of electron-impact broadening for spectral lines in Be-like ions,R145240
R185,Plasma and Beam Physics,R145219,Stark broadening and atomic data for Ar XVI,R145241
R185,Plasma and Beam Physics,R151437,Fast-discharge excitation of hot capillary plasmas for soft-x-ray amplifiers,R151439
R185,Plasma and Beam Physics,R151466,Demonstration of a Discharge Pumped Table-Top Soft-X-Ray Laser,R151468
R185,Plasma and Beam Physics,R151567,Energy Extraction and Achievement of the Saturation Limit in a Discharge-Pumped Table-Top Soft X-Ray Amplifier,R151569
R185,Plasma and Beam Physics,R151493,Energy Extraction and Achievement of the Saturation Limit in a Discharge-Pumped Table-Top Soft X-Ray Amplifier,R151495
R185,Plasma and Beam Physics,R151692,Demonstration of a desk-top size high repetition rate soft x-ray laser,R151694
R185,Plasma and Beam Physics,R151716,Discharge-driven 46.9-nm amplifier with gain-length approaching saturation,R151718
R185,Plasma and Beam Physics,R151668,Lasing at 60.8 nm in Ne-like sulfur ions in ablated material excited by a capillary discharge,R151669
R185,Plasma and Beam Physics,R151644,Discharge‐pumped soft‐x‐ray laser in neon‐like argon,R151646
R185,Plasma and Beam Physics,R151739,Discharge‐pumped soft‐x‐ray laser in neon‐like argon,R151741
R185,Plasma and Beam Physics,R151828,Observation of gain at 18.22 nm in the carbon plasma of a capillary discharge,R151830
R185,Plasma and Beam Physics,R151763,Demonstration of a High Average Power Tabletop Soft X-Ray Laser,R151765
R185,Plasma and Beam Physics,R151875,Amplification of extreme-ultraviolet radiation in a gas-liner pinch plasma,R151877
R185,Plasma and Beam Physics,R151786,Generation of millijoule-level soft-x-ray laser pulses at a 4-Hz repetition rate in a highly saturated tabletop capillary discharge amplifier,R151788
R185,Plasma and Beam Physics,R151947,Evidence of lasing on the Balmer-α line of OVIII in an ablative capillary discharge,R151949
R185,Plasma and Beam Physics,R151852,Efficient generation of highly ionized calcium and titanium plasma columns for collisionally excited soft-x-ray lasers in a fast capillary discharge,R151854
R185,Plasma and Beam Physics,R151970,Extreme Degree of Ionization in Homogenous Micro-Capillary Plasma Columns Heated by Ultrafast Current Pulses,R151972
R185,Plasma and Beam Physics,R151898,XUV Amplification in a Recombiningz-Pinch Plasma,R151900
R185,Plasma and Beam Physics,R151925,Optical gain for the Ne VIII 4-3 transition by capillary discharge pumping,R151926
R185,Plasma and Beam Physics,R152081,Soft-x-ray amplification in a capillary discharge,R152083
R185,Plasma and Beam Physics,R152108,Lasing in an ablative capillary discharge with structured return conductor,R152110
R185,Plasma and Beam Physics,R152133,High-power-density capillary discharge plasma columns for shorter wavelength discharge-pumped soft-x-ray lasers,R152135
R185,Plasma and Beam Physics,R152841,Short Pulse X-Ray Laser at 32.6 nm Based on Transient Gain in Ne-like Titanium,R152843
R185,Plasma and Beam Physics,R153258,Demonstration of X-Ray Amplification in Transient Gain Nickel-like Palladium Scheme,R153260
R185,Plasma and Beam Physics,R153925,Soft X-Ray Amplification at 26.2 nm with 1-Hz Repetition Rate in a Table-Top System,R153927
R185,Plasma and Beam Physics,R154074,Saturated and Short Pulse Duration X-Ray Lasers,R154076
R185,Plasma and Beam Physics,R153969,"Demonstration of transient gain x-ray lasers near 20??nm for nickellike yttrium, zirconium, niobium, and molybdenum",R153971
R185,Plasma and Beam Physics,R154021,"Gain Saturation Regime for Laser-Driven Tabletop, Transient Ni-Like Ion X-Ray Lasers",R154023
R185,Plasma and Beam Physics,R154171,Soft-X-Ray Lasing down to 6.85 nm in Ni-Like Samarium,R154173
R185,Plasma and Beam Physics,R154299,Demonstration of Soft X-Ray Lasing to Ground State in Li III,R154300
R185,Plasma and Beam Physics,R154122,Efficient Excitation of Gain-Saturated Sub-9-nm-Wavelength Tabletop Soft-X-Ray Lasers and Lasing Down to 7.36 nm,R154124
R185,Plasma and Beam Physics,R154337,High-Repetition-Rate Grazing-Incidence Pumped X-Ray Laser Operating at 18.9 nm,R154338
R185,Plasma and Beam Physics,R154764,Demonstration of high-repetition-rate tabletop soft-x-ray lasers with saturated output at wavelengths down to13.9nmand gain down to10.9nm,R154765
R185,Plasma and Beam Physics,R154866,High-energy 139 nm table-top soft-x-ray laser at 25 Hz repetition rate excited by a slab-pumped Ti:sapphire laser,R154868
R185,Plasma and Beam Physics,R154961,"High-average-power, 100-Hz-repetition-rate, tabletop soft-x-ray lasers at sub-15-nm wavelengths",R154962
R185,Plasma and Beam Physics,R154909,Demonstration of a 100 Hz repetition rate gain-saturated diode-pumped table-top soft x-ray laser,R154911
R185,Plasma and Beam Physics,R154715,Saturated high-repetition-rate 189-nm tabletop laser in nickellike molybdenum,R154717
R185,Plasma and Beam Physics,R155047,Compact gain-saturated x-ray lasers down to 685  nm and amplification down to 585  nm,R155050
R185,Plasma and Beam Physics,R154823,Characteristics of a Saturated 18.9-nm Tabletop Laser Operating at 5-Hz Repetition Rate,R154825
R185,Plasma and Beam Physics,R155003,"1  J, 05  kHz repetition rate picosecond laser",R155005
R185,Plasma and Beam Physics,R156308,Observations of Gain by Stimulated Emission in the Werner Band of Molecular Hydrogen,R156309
R185,Plasma and Beam Physics,R156448,Soft x-ray lasing in neonlike germanium and copper plasmas,R156449
R185,Plasma and Beam Physics,R156404,Amplification of stimulated soft x-ray emission in a confined plasma column,R156405
R185,Plasma and Beam Physics,R156490,Soft-x-ray amplification by lithiumlike ions in recombining hot plasmas,R156492
R185,Plasma and Beam Physics,R156533,Characterisation of soft X-ray amplification observed in Ne-like germanium,R156535
R185,Plasma and Beam Physics,R156576,Demonstration of x-ray amplifiers near the carbonKedge,R156577
R185,Plasma and Beam Physics,R156770,Femtosecond-pulse-driven 10-Hz 418-nm laser in Xe ix,R156772
R185,Plasma and Beam Physics,R156620,Demonstration of population inversion by resonant photopumping in a neon gas cell irradiated by a sodiumZpinch,R156621
R185,Plasma and Beam Physics,R156908,Saturated and Short Pulse Duration X-Ray Lasers,R156910
R185,Plasma and Beam Physics,R156705,Efficient Soft X-Ray Lasing at 6 to 8 nm with Nickel-like Lanthanide Ions,R156706
R185,Plasma and Beam Physics,R156867,Saturation behavior of two x-ray lasing transitions in Ni-like Dy,R156868
R185,Plasma and Beam Physics,R156819,A Saturated X-ray Laser Beam at 7 Nanometers,R156821
R185,Plasma and Beam Physics,R156333,Demonstration of a Soft X-Ray Amplifier,R156334
R185,Plasma and Beam Physics,R156663,Short wavelength x‐ray laser research at the Lawrence Livermore National Laboratory,R156665
R112125,Machine Learning,R139591,Understanding Brand Consistency from Web Content,R139593
R112125,Machine Learning,R139596,"An Integrated Approach for Improving Brand Consistency of Web Content: Modeling, Analysis, and Recommendation",R139598
R112125,Machine Learning,R140138,Rdf2vec: Rdf graph embeddings for data mining,R140140
R112125,Machine Learning,R140132,DeepWalk: online learning of social representations,R140134
R112125,Machine Learning,R140135,node2vec: Scalable Feature Learning for Networks,R140137
R112125,Machine Learning,R140161,Semantic similarity and machine learning with ontologies,R140163
R112125,Machine Learning,R140159,LogicENN: A Neural Based Knowledge Graphs Embedding Model with Logical Rules,R140160
R112125,Machine Learning,R140156,OWL2Vec*: Embedding of OWL Ontologies,R140158
R112125,Machine Learning,R140164,OPA2Vec: combining formal and informal content of biomedical ontologies to improve similarity-based prediction,R140167
R112125,Machine Learning,R140153,Clinical Concept Embeddings Learned from Massive Sources of Medical Data,R140155
R112125,Machine Learning,R140180,Beta embeddings for multi-hop logical reasoning in knowledge graphs,R140182
R112125,Machine Learning,R140168,Capturing semantic and syntactic information for link prediction in knowledge graphs,R140170
R112125,Machine Learning,R140171,On2vec: Embedding-based relation prediction for ontology population,R140173
R112125,Machine Learning,R140177,Embedding logical queries on knowledge graphs,R140179
R112125,Machine Learning,R140174,Universal representation learning of knowledge bases by jointly embedding instances and ontological concepts,R140176
R112125,Machine Learning,R140183,Bio-joie: Joint representation learning of biological knowledge bases,R140185
R112125,Machine Learning,R140245,Onto2vec: joint vector-based representation of biological entities and their ontology-based annotations,R140247
R112125,Machine Learning,R140212,Knowledge graph embedding with iterative guidance from soft rules (RUGE),R140214
R112125,Machine Learning,R144816,NLTK: The Natural Language Toolkit,R144818
R112125,Machine Learning,R144923,A Fast and Accurate Dependency Parser using Neural Networks,R144925
R112125,Machine Learning,R144951,Accurate unlexicalized parsing,R144953
R112125,Machine Learning,R144933,Generating Typed Dependency Parses from Phrase Structure Parses,R144935
R112125,Machine Learning,R145794,Neural Architectures for Named Entity Recognition,R145796
R112125,Machine Learning,R147894,Active Learning Yields Better Training Data for Scientific Named Entity Recognition,R147896
R112125,Machine Learning,R151036,A hybrid AI approach for supporting clinical diagnosis of attention deficit hyperactivity disorder (ADHD) in adults,R159830
R112125,Machine Learning,R151036,A hybrid AI approach for supporting clinical diagnosis of attention deficit hyperactivity disorder (ADHD) in adults,R151040
R112125,Machine Learning,R151036,A hybrid AI approach for supporting clinical diagnosis of attention deficit hyperactivity disorder (ADHD) in adults,R157114
R112125,Machine Learning,R151036,A hybrid AI approach for supporting clinical diagnosis of attention deficit hyperactivity disorder (ADHD) in adults,R151041
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R166761
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R166765
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R166766
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R166759
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R157106
R112125,Machine Learning,R151328,Neuro-Symbolic Architectures for Context Understanding,R157105
R112125,Machine Learning,R157417,Autoformer: Searching transformers for visual recognition,R157419
R112125,Machine Learning,R159399,"DEHB: Evolutionary Hyperband for Scalable, Robust and Efficient Hyperparameter Optimization",R159405
R112125,Machine Learning,R159399,"DEHB: Evolutionary Hyperband for Scalable, Robust and Efficient Hyperparameter Optimization",R159401
R112125,Machine Learning,R159399,"DEHB: Evolutionary Hyperband for Scalable, Robust and Efficient Hyperparameter Optimization",R159426
R112125,Machine Learning,R159399,"DEHB: Evolutionary Hyperband for Scalable, Robust and Efficient Hyperparameter Optimization",R159408
R112125,Machine Learning,R159399,"DEHB: Evolutionary Hyperband for Scalable, Robust and Efficient Hyperparameter Optimization",R159430
R112125,Machine Learning,R161844,Random Search for Hyper-Parameter Optimization,R161846
R112125,Machine Learning,R161808,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,R161810
R112125,Machine Learning,R162333,Sample-Efficient Automated Deep Reinforcement Learning,R162335
R112125,Machine Learning,R163706,General-purpose question-answering with macaw,R163708
R112125,Machine Learning,R175110,A Bisociated Research Paper Recommendation Model using BiSOLinkers,R175112
R112125,Machine Learning,R176053,Heterogeneous Graph Neural Network with Hypernetworks for Knowledge Graph Embedding,R176054
R112125,Machine Learning,R176039,Attention is All you Need,R176041
R112125,Machine Learning,R176050,Probabilistic Logic Graph Attention Networks for Reasoning,R176052
R112125,Machine Learning,R178346,Short-Term Traffic Prediction Based on DeepCluster in Large-Scale Road Networks,R178352
R112125,Machine Learning,R178334,Traffic Flow Prediction for Smart Traffic Lights Using Machine Learning Algorithms,R178343
R112125,Machine Learning,R186551,OpenNMT: Open-Source Toolkit for Neural Machine Translation,R186553
R112125,Machine Learning,R187089,Uncovering Main Causalities for Long-tailed Information Extraction,R187091
R112125,Machine Learning,R191883,Effect of normalization methods on the performance of supervised learning algorithms applied to HTSeq-FPKM-UQ data sets: 7SK RNA expression as a predictor of survival in patients with colon adenocarcinoma,R191884
R112125,Machine Learning,R191750,Effect of Data Scaling Methods on Machine Learning Algorithms and Model Performance,R191755
R112125,Machine Learning,R191796,The Influence of Input Data Standardization Methods on the Prediction Accuracy of Genetic Programming Generated Classifiers: ,R191798
R112125,Machine Learning,R195298,Social Media Based Topic Modeling for Smart Campus: A Deep Topical Correlation Analysis Method,R195300
R112125,Machine Learning,R195339,A Novel Hot Topic Detection Framework With Integration of Image and Short Text Information From Twitter,R195341
R112125,Machine Learning,R195932,TopicBERT: A cognitive approach for topic detection from multimodal post stream using BERT and memory–graph,R195936
R112125,Machine Learning,R195976,Multimodal Topic Detection in Social Networks with Graph Fusion,R195978
R112125,Machine Learning,R196358,Topic Modeling of Multimodal Data: An Autoregressive Approach,R196364
R112125,Machine Learning,R196398,Multimodal Topic Modeling by Exploring Characteristics of Short Text Social Media,R196400
R112125,Machine Learning,R197527,BERT-Sort: A Zero-shot MLM Semantic Encoder on Ordinal Features for AutoML,R197528
R112125,Machine Learning,R197531,Meta-Adapters: Parameter Efficient Few-shot Fine-tuning through Meta-Learning,R197532
R112125,Machine Learning,R197519,Automatic Termination for Hyperparameter Optimization,R197520
R112125,Machine Learning,R197523,Automated Super-Network Generation for Scalable Neural Architecture Search,R197524
R112125,Machine Learning,R197535,AutoCoG: A Unified Data-Model Co-Search Framework for Graph Neural Networks,R197536
R112125,Machine Learning,R197547,YAHPO Gym - An Efficient Multi-Objective Multi-Fidelity Benchmark for Hyperparameter Optimization,R197548
R112125,Machine Learning,R197551,Non-Uniform Adversarially Robust Pruning,R197552
R112125,Machine Learning,R197543,Tackling Neural Architecture Search With Quality Diversity Optimization,R197544
R112125,Machine Learning,R197539,Bayesian Generational Population-Based Training,R197540
R112125,Machine Learning,R197564,Opening the Black Box: Automated Software Analysis for Algorithm Selection,R197565
R112125,Machine Learning,R197584,On the Optimality Gap of Warm-Started Hyperparameter Optimization,R197585
R112125,Machine Learning,R197556,"When, where, and how to add new neurons to ANNs",R197557
R112125,Machine Learning,R197568,Syne Tune: A Library for Large Scale Hyperparameter Tuning and Reproducible Research,R197569
R112125,Machine Learning,R197572,LassoBench: A High-Dimensional Hyperparameter Optimization Benchmark Suite for Lasso,R197573
R112125,Machine Learning,R197588,A Tree-Structured Multi-Task Model Recommender,R197589
R112125,Machine Learning,R197576,DIFER: Differentiable Automated Feature Engineering,R197577
R112125,Machine Learning,R197580,Open Source Vizier: Distributed Infrastructure and API for Reliable and Flexible Blackbox Optimization,R197581
R112125,Machine Learning,R197592,What to expect of hardware metric predictors in NAS,R197593
R112125,Machine Learning,R197560,ScaleNAS: Multi-Path One-Shot NAS for Scale-Aware High-Resolution Representation,R197561
R112125,Machine Learning,R197596,Differentiable Architecture Search for Reinforcement Learning,R197597
R112125,Machine Learning,R204013,Privacy-preserving deep learning via additively homomorphic encryption,R204015
R112125,Machine Learning,R204018,Cryptodl: Deep neural networks over encrypted data,R204020
R112125,Machine Learning,R204022,TAPAS: Tricks to accelerate (encrypted) prediction as a service,R204024
R112125,Machine Learning,R204008,Cryptonets: Applying neural networks to encrypted data with high throughput and accuracy,R204010
R112125,Machine Learning,R204030,Secure outsourced matrix computation and application to neural networks,R204032
R112125,Machine Learning,R204026,Fast homomorphic evaluation of deep discretized neural networks,R204028
R112125,Machine Learning,R204038,ML confidential: Machine learning on encrypted data,R204040
R112125,Machine Learning,R204042,Secureml: A system for scalable privacy-preserving machine learning,R204044
R112125,Machine Learning,R204051,ABY3: A mixed protocol framework for machine learning,R204053
R112125,Machine Learning,R204055,Deepsecure: Scalable provably-secure deep learning,R204057
R112125,Machine Learning,R204047,Oblivious neural network predictions via minionn transformations,R204049
R112125,Machine Learning,R204063,SecureNN: 3-Party Secure Computation for Neural Network Training.,R204065
R112125,Machine Learning,R204067,CodedPrivateML: A fast and privacy-preserving framework for distributed machine learning,R204069
R112125,Machine Learning,R204059,Chameleon: A hybrid secure computation framework for machine learning applications,R204061
R112125,Machine Learning,R204071,Oblivious {Multi-Party} machine learning on trusted processors,R204073
R112125,Machine Learning,R204034,Privacy-preserving all convolutional net based on homomorphic encryption,R204036
R112125,Machine Learning,R204076,Cryptflow: Secure tensorflow inference,R204078
R112125,Machine Learning,R211413,Solar Power Control System based on Machine Learning Methods,R211415
R112125,Machine Learning,R212039,A Market Segmentation Aware Retail Itemset Placement Framework,R212118
R112125,Machine Learning,R212039,A Market Segmentation Aware Retail Itemset Placement Framework,R212040
R112125,Machine Learning,R211996,A Heterogeneous Network Representation Learning Approach for Academic Behavior Prediction,R212024
R112125,Machine Learning,R211996,A Heterogeneous Network Representation Learning Approach for Academic Behavior Prediction,R212010
R112125,Machine Learning,R211996,A Heterogeneous Network Representation Learning Approach for Academic Behavior Prediction,R211997
R112125,Machine Learning,R216187,An Investigation of SMOTE based Methods for Imbalanced Datasets with Data Complexity Analysis,R216189
R112125,Machine Learning,R217382,A Bayesian Information Criterion for Unsupervised Learning Based on an Objective Prior,R217388
R122,Chemistry,R41117,Rationalisation and optimization of solid state electro-reduction of SiO 2 to Si in molten CaCl 2 in accordance with dynamic three-phase interlines based voltammetry,R41118
R122,Chemistry,R41124,"Formation of silicon by electrodeoxidation, and implications for titanium metal production",R41125
R122,Chemistry,R41126,Electrochemical decomposition of SiO 2 pellets to form silicon in molten salts,R41127
R122,Chemistry,R41120,Improving purity and process volume during direct electrolytic reduction of solid SiO 2 in molten CaCl 2 for the production of solar-grade silicon,R41121
R122,Chemistry,R41128,Verification and implications of the dissolution-electrodeposition process during the electro-reduction of solid silica in molten CaCl 2,R41129
R122,Chemistry,R41122,Direct Electrolytic Reduction of Solid Silicon Dioxide in molten LiCl-KCl-CaCl at 773 K,R41123
R122,Chemistry,R41132,The use of silicon wafer barriers in the electrochemical reduction of solid silica to form silicon in molten salts,R41133
R122,Chemistry,R41140,Silicon surface texturing by electro-deoxidation of a thin silica layer in molten salt ,R41141
R122,Chemistry,R41136,Toward cost-effective manufacturing of silicon solar cells: electrodeposition of high-quality Si films in a CaCl 2 -based molten salt,R41137
R122,Chemistry,R41142,Electrochemical formation of a p−n junction of thin film silicon deposited in molten salt,R41143
R122,Chemistry,R41134,Oscillatory behavior in electrochemical deposition reaction of polycrystalline silicon thin films through reduction of silicon tetrachloride in a molten salt electrolyte,R41135
R122,Chemistry,R45098,Flash photolysis observation of the absorption spectra of trapped positive holes and electrons in colloidal titanium dioxide,R45099
R122,Chemistry,R45102,Picosecond flash spectroscopy of titania colloids with adsorbed dyes,R45103
R122,Chemistry,R45106,How fast is interfacial hole transfer? In situ monitoring of carrier dynamics in anatase TiO 2 nanoparticles by femtosecond laser spectroscopy,R45107
R122,Chemistry,R45104,Charge Carrier Dynamics at TiO2 Particles:  Reactivity of Free and Trapped Holes,R45105
R122,Chemistry,R45100,Charge carrier trapping and recombination dynamics in small semiconductor particles,R45101
R122,Chemistry,R45112,Photochemical Reduction of Oxygen Adsorbed to Nanocrystalline TiO2 Films:  A Transient Absorption and Oxygen Scavenging Study of Different TiO2 Preparations,R45113
R122,Chemistry,R45118,Transient absorption spectra of nanocrystalline TiO2 films at high excitation density,R45119
R122,Chemistry,R45120,Mechanism of O2 Production from Water Splitting: Nature of Charge Carriers in Nitrogen Doped Nanocrystalline TiO2 Films and Factors Limiting O2 Production,R45121
R122,Chemistry,R45110,Trapping dynamics of electrons and holes in a nanocrystalline TiO2 film revealed by femtosecond visible/near-infrared transient absorption spectroscopy,R45111
R122,Chemistry,R45108,Identification of Reactive Species in Photoexcited Nanocrystalline TiO2 Films by Wide-Wavelength-Range (400−2500 nm) Transient Absorption Spectroscopy,R45109
R122,Chemistry,R45122,Dynamics of photogenerated charges in the phosphate modified TiO 2 and the enhanced activity for photoelectrochemical water splitting,R45123
R122,Chemistry,R45116,Dynamics of efficient electron–hole separation in TiO2 nanoparticles revealed by femtosecond transient absorption spectroscopy under the weak-excitation condition,R45117
R122,Chemistry,R45126,Femtosecond Diffuse-Reflectance Spectroscopy of Various Commercially Available TiO2 Powders,R45127
R122,Chemistry,R45114,Effect of pH on absorption spectra of photogenerated holes in nanocrystalline TiO2 films,R45115
R122,Chemistry,R46070,Preparation of porous carbon-doped TiO2 film by sol–gel method and its application for the removal of gaseous toluene in the optical fiber reactor,R46071
R122,Chemistry,R46072,Synthesis of Fe3+ doped ordered mesoporous TiO2 with enhanced visible light photocatalytic activity and highly crystallized anatase wall,R46073
R122,Chemistry,R45124,Photocatalytic Oxidation Reactivity of Holes in the Sulfur- and Carbon-Doped TiO2 Powders Studied by Time-Resolved Diffuse Reflectance Spectroscopy,R45125
R122,Chemistry,R46068,N-Doped TiO2 Nanoparticle Based Visible Light Photocatalyst by Modified Peroxide Sol−Gel Method,R46069
R122,Chemistry,R46076,One-step hydrothermal synthesis of N-doped TiO 2/C nanocomposites with high visible light photocatalytic activity,R46077
R122,Chemistry,R46078,Self-doped Ti3+-enhanced TiO2 nanoparticles with a high-performance photocatalysis,R46079
R122,Chemistry,R46074,"Chemical State and Environment of Boron Dopant in B,N-Codoped Anatase TiO2 Nanoparticles: An Avenue for Probing Diamagnetic Dopants in TiO2 by Electron Paramagnetic Resonance Spectroscopy",R46075
R122,Chemistry,R46082,Formation of New Structures and Their Synergistic Effects in Boron and Nitrogen Codoped TiO2 for Enhancement of Photocatalytic Performance,R46083
R122,Chemistry,R46087,"Preparation, Photocatalytic Activity, and Mechanism of Nano-TiO2 Co-Doped with Nitrogen and Iron (III)",R46088
R122,Chemistry,R46084,"Electrical Properties of Nb‐, Ga‐, and Y‐Substituted Nanocrystalline Anatase TiO2 Prepared by Hydrothermal Synthesis",R46086
R122,Chemistry,R46091,Synthesis and Characterization of Nitrogen-Doped TiO2 Nanophotocatalyst with High Visible Light Activity,R46092
R122,Chemistry,R46080,One-step solvothermal synthesis of a carbon@ TiO2 dyade structure effectively promoting visible-light photocatalysis,R46081
R122,Chemistry,R46097,Band structure and visible light photocatalytic activity of multi-type nitrogen doped TiO2 nanoparticles prepared by thermal decomposition,R46098
R122,Chemistry,R46095,Daylight photocatalysis by carbon‐modified titanium dioxide,R46096
R122,Chemistry,R46089,One‐Step Hydrothermal Method to Prepare Carbon and Lanthanum Co‐Doped TiO2 Nanocrystals with Exposed {001} Facets and Their High UV and Visible‐Light Photocatalytic Activity,R46090
R122,Chemistry,R46101,Evaluating the potential of a new titania precursor for the synthesis of mesoporous Fe-doped titania with enhanced photocatalytic activity,R46102
R122,Chemistry,R46099,Effects of F- Doping on the Photocatalytic Activity and Microstructures of Nanocrystalline TiO2 Powders,R46100
R122,Chemistry,R46107,Chemical vapor deposition of doped TiO2 thin films,R46108
R122,Chemistry,R46093,"Silver-doped TiO2 prepared by microemulsion method: Surface properties, bio-and photoactivity",R46094
R122,Chemistry,R46111,Photocatalytic Performance of N-Doped TiO2 Adsorbed with Fe3+ Ions under Visible Light by a Redox Treatment,R46112
R122,Chemistry,R46105,Improved photocatalytic activity of Sn 4+ doped TiO 2 nanoparticulate films prepared by plasma-enhanced chemical vapor deposition,R46106
R122,Chemistry,R46109,"Preparation, characterization and visible-light-driven photocatalytic activity of Fe-doped titania nanorods and first-principles study for electronic structures",R46110
R122,Chemistry,R46115,Hydrogenated TiO2 Nanocrystals: A Novel Microwave Absorbing Material,R46116
R122,Chemistry,R46103,Designed self‐doped titanium oxide thin films for efficient visible‐light photocatalysis,R46104
R122,Chemistry,R46121,Efficient Photochemical Water Splitting by a Chemically Modified n-TiO2,R46122
R122,Chemistry,R46119,Enhancing Visible Light Photo-oxidation of Water with TiO2 Nanowire Arrays via Cotreatment with H2 and NH3: Synergistic Effects between Ti3+ and N,R46120
R122,Chemistry,R46113,Preparation of Polycrystalline TiO2 Photocatalysts Impregnated with Various Transition Metal Ions: Characterization and Photocatalytic Activity for the Degradation of 4-Nitrophenol,R46114
R122,Chemistry,R46117,Self-Doped Ti3+ Enhanced Photocatalyst for Hydrogen Production under Visible Light,R46118
R122,Chemistry,R46125,A Facile Method to Improve the Photocatalytic and Lithium‐Ion Rechargeable Battery Performance of TiO2 Nanocrystals,R46126
R122,Chemistry,R46146,A hybrid of CdS/HCa2Nb3O10 ultrathin nanosheets for promoting photocatalytic hydrogen eVolution,R46147
R122,Chemistry,R46148,Self-assembled nanohybrid of cadmium sulﬁde and calcium niobate: Photocatalyst with enhanced charge separation for eﬃcient visible light induced hydrogen generation,R46149
R122,Chemistry,R46123,"Effective Visible Light-Activated B-Doped and B,N-Codoped TiO2 Photocatalysts",R46124
R122,Chemistry,R46127,Super-hydrophobic fluorination mesoporous MCF/TiO2 composite as a high-performance photocatalyst,R46128
R122,Chemistry,R46152,Ultrasmall NiS decorated HNb3O8 nanosheeets as highly eﬃcient photocatalyst for H2 eVolution reaction,R46153
R122,Chemistry,R46129,H‐doped black titania with very high solar absorption and excellent photocatalysis enhanced by localized surface plasmon resonance,R46130
