ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle
R194,Engineering,R155294,Vernier effect of two cascaded in-fiber Mach–Zehnder interferometers based on a spherical-shaped structure
R194,Engineering,R155284,High-sensitivity strain sensor implemented by hybrid cascaded interferometers and the Vernier-effect
R194,Engineering,R155291,Ultrasensitive strain sensor based on Vernier- effect improved parallel structured fiber-optic Fabry-Perot interferometer
R194,Engineering,R155301,High-Sensitivity Fiber-Optic Strain Sensor Based on the Vernier Effect and Separated Fabry–Perot Interferometers
R194,Engineering,R155344,Flexible Self-Aligned Amorphous InGaZnO Thin-Film Transistors With Submicrometer Channel Length and a Transit Frequency of 135 MHz
R194,Engineering,R155297,Ultrasensitive refractive index sensor based on enhanced Vernier effect through cascaded fiber core-offset pairs
R194,Engineering,R155355,Flexible In–Ga–Zn–O Thin-Film Transistors With Sub-300-nm Channel Lengths Defined by Two-Photon Direct Laser Writing
R194,Engineering,R155349,Flexible Self-Aligned Double-Gate IGZO TFT
R194,Engineering,R155367,Highly Robust Flexible Vertical-Channel Thin-Film Transistors Using Atomic-Layer-Deposited Oxide Channels and Zeocoat Spacers on Ultrathin Polyimide Substrates
R194,Engineering,R155352,Flexible Quasi-Vertical In-Ga-Zn-O Thin-Film Transistor With 300-nm Channel Length
R194,Engineering,R155358,Flexible InGaZnO TFTs With fmax Above 300 MHz
R194,Engineering,R192225,A New Production Data Analysis Method of Shale Gas: Based on Flowing Material Balance Theory and Considering the Complex Flow Mechanisms of Multiple Pressure Systems
R194,Engineering,R192235,"Empirical methods of decline-curve analysis for shale gas reservoirs: Review, evaluation, and application"
R194,Engineering,R192239,Predicting production and estimated ultimate recoveries for shale gas wells: A new methodology approach
R194,Engineering,R217233,Ontology Integration: Approaches and Challenging Issues
R145,Environmental Sciences,R8048,Future changes of wind energy potentials over Europe in a large CMIP5 multi-model ensemble: FUTURE CHANGES OF WIND ENERGY OVER EUROPE IN A CMIP5 ENSEMBLE
R145,Environmental Sciences,R8034,An Overview of CMIP5 and the Experiment Design
R145,Environmental Sciences,R8061,Wind extremes in the North Sea Basin under climate change: An ensemble study of 12 CMIP5 GCMs: WIND EXTREMES IN THE NORTH SEA IN CMIP5
R145,Environmental Sciences,R6943,"Nucleation and growth of new particles in Po Valley, Italy"
R145,Environmental Sciences,R8713,The CNRM-CM5.1 global climate model: description and basic evaluation
R145,Environmental Sciences,R9221,"The ACCESS coupled model: description, control climate and evaluation"
R145,Environmental Sciences,R23287,A Modified Dynamic Framework for the Atmospheric Spectral Model and Its Application
R145,Environmental Sciences,R23300,The CSIRO Mk3.5 Climate Model
R145,Environmental Sciences,R23326,GFDL’s ESM2 Global Coupled Climate–Carbon Earth System Models. Part I: Physical Formulation and Baseline Simulation Characteristics
R145,Environmental Sciences,R23408,Simulating present-day climate with the INMCM4.0 coupled model of the atmospheric and oceanic general circulations
R145,Environmental Sciences,R23273,"The ACCESS coupled model: description, control climate and evaluation"
R145,Environmental Sciences,R23398,Development and evaluation of an Earth-System model – HadGEM2
R145,Environmental Sciences,R23443,"The Norwegian Earth System Model, NorESM1-M – Part 1: Description and basic evaluation of the physical climate"
R145,Environmental Sciences,R23423,The atmospheric general circulation model ECHAM6 - Model description
R145,Environmental Sciences,R23436,Climate Simulations Using MRI-AGCM3.2 with 20-km Grid
R145,Environmental Sciences,R23457,Evaluation of the carbon cycle components in the Norwegian Earth System Model (NorESM)
R145,Environmental Sciences,R23471,INGV-CMCC Carbon (ICC): A Carbon Cycle Earth System Model
R145,Environmental Sciences,R23485,"The simulation of SST, sea ice extents and ocean heat transports in a version of the Hadley Centre coupled model without flux adjustments"
R145,Environmental Sciences,R23338,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data"
R145,Environmental Sciences,R23353,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data"
R145,Environmental Sciences,R23368,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data"
R145,Environmental Sciences,R23312,GFDL's CM2 Global Coupled Climate Models. Part I: Formulation and Simulation Characteristics
R145,Environmental Sciences,R23383,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data"
R145,Environmental Sciences,R23260,The NCEP Climate Forecast System Reanalysis
R145,Environmental Sciences,R23499,Climate change projections using the IPSL-CM5 Earth System Model: from CMIP3 to CMIP5
R145,Environmental Sciences,R74780,"Activity concentration of natural radionuclides in sediments of Bree, Klein-Brak, Bakens, and uMngeni rivers and their associated radiation hazard indices"
R145,Environmental Sciences,R78114,Petroleum Exploration and Production: Past and Present Environmental Issues in the Nigeria’s Niger Delta
R145,Environmental Sciences,R78110,Fate and bioavailability of 14C-pyrene and 14C-lindane in sterile natural and artificial soils and the influence of aging
R145,Environmental Sciences,R78209,Role of Plants and Microbes in Bioremediation of Petroleum Hydrocarbons Contaminated Soils
R145,Environmental Sciences,R78224,"Assessment of Cadmium and Lead Distribution in the Outcrop Rocks of Abakaliki Anticlinorium in the Southern Benue Trough, Nigeria"
R145,Environmental Sciences,R78247,An Ontology-Based Framework for Publishing and Exploiting Linked Open Data: A Use Case on Water Resources Management
R145,Environmental Sciences,R78251,An Observational Process Ontology-Based Modeling Approach for Water Quality Monitoring
R145,Environmental Sciences,R78260,Water utility decision support through the semantic web of things
R145,Environmental Sciences,R78274,Ontological requirement specification for smart irrigation systems: A SOSA/SSN and SAREF comparison
R145,Environmental Sciences,R107876,"Influence of nutrient amendments of soil quality on germination, growth and yield components of two varieties of okra (Abelmoschus esculentus (L.) Moench) sown at University of Uyo botanical garden, Uyo, Akwa Ibom State"
R145,Environmental Sciences,R107873,Evaluation of concentration of heavy metals in leaf tissues of three improved varieties of Manihot esculenta Crantz
R145,Environmental Sciences,R107885,"Effect of Water Stress on Some Growth Aspects of Two Varieties of Cowpea: Vigna unguiculata (L.) Walp, Fabaceae"
R145,Environmental Sciences,R107891,Effects of Nutrient Amendments of Spent Engine Oil Polluted Soil on Some Growth Parameters of Abelmoschus esculentus (L.) Moench. in South-South Nigeria
R145,Environmental Sciences,R108161,THE INFLUENCE OF SALTS STRESS ON SOME GROWTH MORPHOLOGY OF (MELON PUMPKIN) Cucurbita maxima Duchesne GROWN IN-VITRO
R145,Environmental Sciences,R108170,Growth Morphology and Chlorophyll Synthesis of Vigna unguiculata (L). Walp Varieties (White and Brown) Grown Under Salinity Stress.
R145,Environmental Sciences,R108167,RESPONSES ON SOME GROWTH MORPHOLOGY AND NUTRIENT COMPOSITIONS OF NORTHERN MELON (Cucurbita melo L.) IN DIFFERENT SALT STRESS IN-VITRO. 
R145,Environmental Sciences,R108782,Alleviatory Effect of Compost Amendments of Crude Oil Impacted Soil on the Neutraceutical Composition of Cucurbita maxima Duch.
R145,Environmental Sciences,R108791,Growth and Some Physiological Attribute Responses of Cucurbita maxima Duch. to Sea Salt Stress and Mycorrhizal Fungi Mitigation.
R145,Environmental Sciences,R108785,Arbuscular Mycorrhizal Fungi (AMF) as Buffer for Heavy Metals Phytoextraction by Cucurbita maxima Duch. Grown on Crude Oil Contaminated Soil.
R145,Environmental Sciences,R108794,Na+ exclusion and Na+ / K+ ratio adjustment by mycorrhiza enhances macro/micro-nutrients uptake in two members of Cucurbitaceae family under salt stress.
R145,Environmental Sciences,R108862,Effect of Crude Oil Pollution of Soil and Amelioration Treatment on the Growth of Eight Varieties of Manihot esculenta Crantz
R145,Environmental Sciences,R109292,"Vertical mixing with return irrigation water the cause of arsenic enrichment in groundwater of district Larkana Sindh, Pakistan"
R145,Environmental Sciences,R110515,"Delineating the impact of urbanization on the hydrochemistry and quality of groundwater wells in Aba, Nigeria"
R145,Environmental Sciences,R110554,Impacts of hydrogeochemical processes and anthropogenic activities on groundwater quality in the Upper Precambrian sedimentary aquifer of northwestern Burkina Faso
R145,Environmental Sciences,R110584,Magnesium and calcium concentrations in  the surface water and bottom deposits of a river-lake system. 
R145,Environmental Sciences,R110538,"Natural and anthropogenic factors affecting the shallow groundwater quality in a typical irrigation area with reclaimed water, North China Plain"
R145,Environmental Sciences,R110572,"Impact of anthropogenic and natural processes on the evolution of groundwater chemistry in a rapidly urbanized coastal area, South China"
R145,Environmental Sciences,R176031,Selecting features for LULC simultaneous classification of ambiguous classes by artificial neural network
R145,Environmental Sciences,R176019,Investigating anthropogenically transformed landscapes with remote sensing
R145,Environmental Sciences,R186645,Random forest classification of urban landscape using Landsat archive and ancillary data: Combining seasonal maps with decision level fusion
R145,Environmental Sciences,R186593,"Extraction of built-up area using multi-sensor data—A case study based on Google earth engine in Zhejiang Province, China"
R145,Environmental Sciences,R186705,New methods for improving the remote sensing estimation of soil organic matter content (SOMC) in the Ebinur Lake Wetland National Nature Reserve (ELWNNR) in northwest China
R145,Environmental Sciences,R186691,Soil Organic Matter Prediction Model with Satellite Hyperspectral Image Based on Optimized Denoising Method
R145,Environmental Sciences,R186716,Application of fractional-order derivative in the quantitative estimation of soil organic matter content through visible and near-infrared spectroscopy
R145,Environmental Sciences,R189153,Urban Land Use and Land Cover Classification Using Multisource Remote Sensing Images and Social Media Data
R145,Environmental Sciences,R189179,Land cover classification combining Sentinel-1 and Landsat 8 imagery driven by Markov random field with amendment reliability factors
R145,Environmental Sciences,R189166,Improving Urban Land Cover Classification with Combined Use of Sentinel-2 and Sentinel-1 Imagery
R145,Environmental Sciences,R189500,Automated cropland mapping of continental Africa using Google Earth Engine cloud computing
R145,Environmental Sciences,R189503,A 30-m landsat-derived cropland extent product of Australia and China using random forest machine learning algorithm on Google Earth Engine cloud computing platform
R145,Environmental Sciences,R189507,Agricultural cropland extent and areas of South Asia derived using Landsat satellite 30-m time-series big-data using random forest machine learning algorithms on the Google Earth Engine cloud
R145,Environmental Sciences,R191870,Monitoring Land Use/Cover Change Using Remotely Sensed Data in Guangzhou of China
R145,Environmental Sciences,R191871,"Analysis on Land-Use Change and Its Driving Mechanism in Xilingol, China, during 2000–2020 Using the Google Earth Engine"
R145,Environmental Sciences,R192123,"Tracking Urban Expansion Using Random Forests for the Classification of Landsat Imagery (1986–2015) and Predicting Urban/Built-Up Areas for 2025: A Study of the Kumasi Metropolis, Ghana"
R145,Environmental Sciences,R191800,"Analysis of Land Use and Land Cover Using Machine Learning Algorithms on Google Earth Engine for Munneru River Basin, India"
R145,Environmental Sciences,R192222,"Monitoring and Modeling the Patterns and Trends of Urban Growth Using Urban Sprawl Matrix and CA-Markov Model: A Case Study of Karachi, Pakistan"
R145,Environmental Sciences,R194794,Analysis of land use-land covers changes using normalized difference vegetation index (NDVI) differencing and classification methods
R145,Environmental Sciences,R194790,Methodological evaluation of vegetation indexes in land use and land cover (LULC) classification
R145,Environmental Sciences,R194801,"Remote Sensing Assessment of the Impact of Land Use and Land Cover Change on the Environment of Barddhaman District, West Bengal, India"
R145,Environmental Sciences,R196685,Mapping soil organic carbon stocks and trends with satellite-driven high resolution maps over South Africa
R145,Environmental Sciences,R196677,Using Sentinel-2 Images for Soil Organic Carbon Content Mapping in Croplands of Southwestern France. The Usefulness of Sentinel-1/2 Derived Moisture Maps and Mismatches between Sentinel Images and Sampling Dates
R145,Environmental Sciences,R196688,"Prediction of Soil Organic Carbon based on Landsat 8 Monthly NDVI Data for the Jianghan Plain in Hubei Province, China"
R145,Environmental Sciences,R196692,Modeling Soil Organic Carbon at Regional Scale by Combining Multi-Spectral Images with Laboratory Spectra
R145,Environmental Sciences,R198000,Sentinel-2 Exposed Soil Composite for Soil Organic Carbon Prediction
R145,Environmental Sciences,R200154,Estimating Soil Organic Matter Content Using Sentinel-2 Imagery by Machine Learning in Shanghai
R145,Environmental Sciences,R200150,Evaluation of Landsat 8 image pansharpening in estimating soil organic matter using multiple linear regression and artificial neural networks
R145,Environmental Sciences,R200146,Digital Soil Mapping of Soil Organic Matter with Deep Learning Algorithms
R145,Environmental Sciences,R200157,Mapping Regional Soil Organic Matter Based on Sentinel-2A and MODIS Imagery Using Machine Learning Algorithms and Google Earth Engine
R145,Environmental Sciences,R201682,Geospatial Mapping of Soil Organic Carbon Using Regression Kriging and Remote Sensing
R145,Environmental Sciences,R201679,Spatial soil organic carbon (SOC) prediction by regression kriging using remote sensing data
R145,Environmental Sciences,R201697,Mapping farmland soil organic carbon density in plains with combined cropping system extracted from NDVI time-series data
R145,Environmental Sciences,R201692,Application of predictor variables in spatial quantification of soil organic carbon and total nitrogen using regression kriging in the North Kashmir forest Himalayas
R145,Environmental Sciences,R201686,"Accuracy Assessment of Kriging, artificial neural network, and a hybrid approach integrating spatial and terrain data in estimating and mapping of soil organic carbon"
R145,Environmental Sciences,R201689,Fine-resolution mapping of soil organic carbon based on multivariate secondary data
R145,Environmental Sciences,R201841,Evaluation and Prediction of Topsoil organic carbon using Machine learning and hybrid models at a Field-scale
R145,Environmental Sciences,R201848,Geospatial modeling approaches for mapping topsoil organic  carbon stock in northern part of Mongolia
R145,Environmental Sciences,R201830,Predictive mapping of soil organic carbon in Northeast Algeria
R145,Environmental Sciences,R202026,A geographically weighted regression kriging approach for mapping soil organic carbon stock
R145,Environmental Sciences,R201997,Ensemble Machine Learning Approach Improves Predicted Spatial Variation of Surface Soil Organic Carbon Stocks in Data-Limited Northern Circumpolar Region
R145,Environmental Sciences,R201980,Ancillary information improves kriging on soil organic carbon data for a typical karst peak cluster depression landscape: Ancillary information improves kriging on soil organic carbon data
R145,Environmental Sciences,R202043,"A Comparative Assessment of Geostatistical, Machine Learning, and Hybrid Approaches for Mapping Topsoil Organic Carbon Content"
R145,Environmental Sciences,R209326,Investigation on the Expansion of Urban Construction Land Use Based on the CART-CA Model
R145,Environmental Sciences,R209350,Comparing Machine Learning Classifiers for Object-Based Land Cover Classification Using Very High Resolution Imagery
R145,Environmental Sciences,R209330,Intensity and Stationarity Analysis of Land Use Change Based on CART Algorithm
R145,Environmental Sciences,R209618,Assessing the Effect of Training Sampling Design on the Performance of Machine Learning Classifiers for Land Cover Mapping Using Multi-Temporal Remote Sensing Data and Google Earth Engine
R145,Environmental Sciences,R209715,Urban expansion modeling using an enhanced decision tree algorithm
R145,Environmental Sciences,R212379,Surface Urban Heat Islands Dynamics in Response to LULC and Vegetation across South Asia (2000–2019)
R145,Environmental Sciences,R213257,Prediction of Soil Organic Carbon under Different Land Use Types Using Sentinel-1/-2 Data in a Small Watershed
R145,Environmental Sciences,R214192,Improving the Spatial Prediction of Soil Organic Carbon Content in Two Contrasting Climatic Regions by Stacking Machine Learning Models and Rescanning Covariate Space
R145,Environmental Sciences,R214335,Predicting and Mapping of Soil Organic Carbon Using Machine Learning Algorithms in Northern Iran
R145,Environmental Sciences,R215356,"Modeling the Spatial Dynamics of Soil Organic Carbon Using Remotely-Sensed Predictors in Fuzhou City, China"
R145,Environmental Sciences,R215515,Soil Organic Carbon Mapping Using Multispectral Remote Sensing Data: Prediction Ability of Data with Different Spatial and Spectral Resolutions
R145,Environmental Sciences,R215558,Digital Mapping of Soil Organic Carbon Using Sentinel Series Data: A Case Study of the Ebinur Lake Watershed in Xinjiang
R145,Environmental Sciences,R215633,High-resolution digital mapping of soil organic carbon in permafrost terrain using machine learning: a case study in a sub-Arctic peatland environment
R145,Environmental Sciences,R215658,High Resolution Mapping of Soil Properties Using Remote Sensing Variables in South-Western Burkina Faso: A Comparison of Machine Learning and Multiple Linear Regression Models
R145,Environmental Sciences,R215620,Evaluating the capability of the Sentinel 2 data for soil organic carbon prediction in croplands
R145,Environmental Sciences,R215757,"Estimating the Spatial Distribution of Soil Organic Carbon and Soil Total Nitrogen Stocks by Remote Sensing Methods: A Case Study in a Forest-dominated Alpine Watershed, Western China"
R135,Databases/Information Systems,R2047,Capturing Knowledge in Semantically-typed Relational Patterns to Enhance Relation Linking
R135,Databases/Information Systems,R2022,Why Reinvent the Wheel
R135,Databases/Information Systems,R2069,Decentralized Collaborative Knowledge Management Using Git
R135,Databases/Information Systems,R3099,Towards a Knowledge Graph for Science
R135,Databases/Information Systems,R4968,FedSDM: Semantic Data Manager for Federations of RDF Datasets
R135,Databases/Information Systems,R4938,Interest-Based RDF Update Propagation
R135,Databases/Information Systems,R4978,BOUNCER: Privacy-Aware Query Processing over Federations of RDF Datasets
R135,Databases/Information Systems,R4952,MULDER: Querying the Linked Data Web by Bridging RDF Molecule Templates
R135,Databases/Information Systems,R5039,Completeness Statements about RDF Data Sources and Their Use for Query Answering
R135,Databases/Information Systems,R4993,Ontario: Federated Query Processing Against a Semantic Data Lake
R135,Databases/Information Systems,R5067,MAG:} {A} performance evaluation framework for database systems
R135,Databases/Information Systems,R5057,Open Research Knowledge Graph: A System Walkthrough
R135,Databases/Information Systems,R6042,Author Name Disambiguation by Using Deep Neural Network
R135,Databases/Information Systems,R6018,A boosted-trees method for name disambiguation
R135,Databases/Information Systems,R6026,ELM-based name disambiguation in bibliography
R135,Databases/Information Systems,R1020,Open Research Knowledge Graph: Towards Machine Actionability in Scholarly Communication
R135,Databases/Information Systems,R6058,Vietnamese Author Name Disambiguation for Integrating Publications from Heterogeneous Sources
R135,Databases/Information Systems,R6081,Bibliometric fingerprints: name disambiguation based on approximate structure equivalence of cognitive maps
R135,Databases/Information Systems,R6069,Unsupervised author disambiguation using Dempster–Shafer theory
R135,Databases/Information Systems,R6087,A Unified Probabilistic Framework for Name Disambiguation in Digital Library
R135,Databases/Information Systems,R6095,Incremental unsupervised name disambiguation in cleaned digital libraries.
R135,Databases/Information Systems,R6076,Exploiting citation networks for large-scale author name disambiguation
R135,Databases/Information Systems,R6116,A Real-time Heuristic-based Unsupervised Method for Name Disambiguation in Digital Libraries
R135,Databases/Information Systems,R6109,Author disambiguation using multi-aspect similarity indicators
R135,Databases/Information Systems,R6100,A fast method based on multiple clustering for name disambiguation in bibliographic citations
R135,Databases/Information Systems,R6119,A semi-supervised approach for author disambiguation in KDD CUP 2013
R135,Databases/Information Systems,R6104,Robust hybrid name disambiguation framework for large databases
R135,Databases/Information Systems,R6125,Ethnicity Sensitive Author Disambiguation Using Semi-supervised Learning
R135,Databases/Information Systems,R6050,A method for eliminating articles by homonymous authors from the large number of articles retrieved by author search
R135,Databases/Information Systems,R6135,Citation-based bootstrapping for large-scale author disambiguation
R135,Databases/Information Systems,R6129,Disambiguating authors in citations on the web and authorship correlations
R135,Databases/Information Systems,R6161,Evaluating the Use of Social Networks in Author Name Disambiguation in Digital Libraries
R135,Databases/Information Systems,R6141,A Unified Semi-supervised Framework for Author Disambiguation in Academic Social Network
R135,Databases/Information Systems,R6139,Self-training author name disambiguation for information scarce scenarios
R135,Databases/Information Systems,R6145,Scalable clustering methods for the name disambiguation problem
R135,Databases/Information Systems,R6150,Author name disambiguation using a graph model with node splitting and merging based on bibliographic information
R135,Databases/Information Systems,R6178,Network based Framework for Author Name Disambiguation Applications
R135,Databases/Information Systems,R6156,On Graph-Based Name Disambiguation
R135,Databases/Information Systems,R6185,On the combination of domain-specific heuristics for author name disambiguation: the nearest cluster method
R135,Databases/Information Systems,R6172,ADANA: Active Name Disambiguation
R135,Databases/Information Systems,R6182,Effective String Processing and Matching for Author Disambiguation
R135,Databases/Information Systems,R8186,Open Research Knowledge Graph: Next Generation Infrastructure for Semantic Scholarly Knowledge
R135,Databases/Information Systems,R8556,Enhancing Answer Completeness of SPARQL Queries via Crowdsourcing
R135,Databases/Information Systems,R8338,Survey on Challenges of Question Answering in the Semantic Web
R135,Databases/Information Systems,R8559,Neural Duplicate Question Detection without Labeled Training Data
R135,Databases/Information Systems,R10015,MapSDI: A Scaled-up Semantic Data Integration Framework for Knowledge Graph Creation
R135,Databases/Information Systems,R12213,Towards Semantic Integration of Federated Research Data
R135,Databases/Information Systems,R25018,A survey of current Link Discovery frameworks
R135,Databases/Information Systems,R34846,A survey of RDF data management systems
R135,Databases/Information Systems,R34979,Query expansion techniques for information retrieval: A survey
R135,Databases/Information Systems,R34910,Decentralized Collaborative Knowledge Management Using Git
R135,Databases/Information Systems,R44567,Turning data into action: supporting humanitarian field workers with open data
R135,Databases/Information Systems,R45030,FERASAT: A Serendipity-Fostering Faceted Browser for Linked Data
R135,Databases/Information Systems,R45085,Operational Research Literature as a Use Case for the Open Research Knowledge Graph
R135,Databases/Information Systems,R49159,Transforming Heterogeneous Data into Knowledge for Personalized Treatments—A Use Case
R135,Databases/Information Systems,R49523,The Microsoft Academic Knowledge Graph: A Linked Data Source with 8 Billion Triples of Scholarly Data
R135,Databases/Information Systems,R50006,Papers with code
R135,Databases/Information Systems,R50011,Research Linking Initiative: Toward Interoperability of Research Data
R135,Databases/Information Systems,R49581,An Overview of Microsoft Academic Service (MAS) and Applications
R135,Databases/Information Systems,R50008,Data integration and disintegration: Managing Springer Nature SciGraph with SHACL and OWL
R135,Databases/Information Systems,R50434,Divided we stand out! Forging Cohorts fOr Numeric Outlier Detection in large scale knowledge graphs (CONOD)
R135,Databases/Information Systems,R70791,Enriching Knowledge Bases with Interesting Negative Statements
R135,Databases/Information Systems,R73118,Linking science: approaches for linking scientific publications across different LOD repositories
R135,Databases/Information Systems,R73142,Exploiting Interlinked Research Metadata
R135,Databases/Information Systems,R73135,The data-literature interlinking service: Towards a common infrastructure for sharing data-article links
R135,Databases/Information Systems,R73147,Science 2.0 Repositories: Time for a Change in Scholarly Communication
R135,Databases/Information Systems,R73131,The Scholix Framework for Interoperability in Data-Literature Information Exchange
R135,Databases/Information Systems,R74580,Scholarly event characteristics in four fields of science: a metrics-based analysis
R135,Databases/Information Systems,R74543,VoCaLS: Vocabulary and Catalog of Linked Streams
R135,Databases/Information Systems,R74705,Smart Cities and Cultural Heritage – A Review of Developments and Future Opportunities
R135,Databases/Information Systems,R75311,Estimating Selectivity for Joined RDF Triple Patterns
R135,Databases/Information Systems,R76370,The Shift to Gamification in Education: A Review on Dominant Issues
R135,Databases/Information Systems,R76379,Designing for Game-Based Learning: The Effective Integration of Technology to Support Learning
R135,Databases/Information Systems,R76393,A Gamification–Motivation Design Framework for Educational Software Developers
R135,Databases/Information Systems,R77036,Scalable indexing of RDF graphs for efficient join processing
R135,Databases/Information Systems,R77018,ANAPSID: An Adaptive Query Processing Engine for SPARQL Endpoints
R135,Databases/Information Systems,R77123,Heuristics-based query optimisation for SPARQL
R135,Databases/Information Systems,R77008,Random Walk TripleRush: Asynchronous Graph Querying and Sampling
R135,Databases/Information Systems,R78094,Development of Knowledge Graph for University Courses Management
R135,Databases/Information Systems,R78100,ClaimsKG: A Knowledge Graph of Fact-Checked Claims
R135,Databases/Information Systems,R78185,Towards efficient SPARQL query processing on RDF data
R135,Databases/Information Systems,R78327,CostFed: Cost-Based Query Optimization for SPARQL Endpoint Federation
R135,Databases/Information Systems,R78308,R3F: RDF triple filtering method for efficient SPARQL query processing
R135,Databases/Information Systems,R107637,Scalable Methods for Measuring the Connectivity and Quality of Large Numbers of Linked Datasets
R135,Databases/Information Systems,R76786,SPARQL basic graph pattern optimization using selectivity estimation
R135,Databases/Information Systems,R107613,Static analysis and optimization of semantic web queries
R135,Databases/Information Systems,R107655,LOD Lab: Experiments at LOD Scale
R135,Databases/Information Systems,R107647,LOD-a-lot: A Queryable Dump of the LOD Cloud
R135,Databases/Information Systems,R107671,SPARQLES: Monitoring public SPARQL endpoints
R135,Databases/Information Systems,R109519,LODStats: The Data Web Census Dataset
R135,Databases/Information Systems,R109824,Cost Based Query Ordering over OWL Ontologies
R135,Databases/Information Systems,R109638,Dynamic and fast processing of queries on large-scale RDF data
R135,Databases/Information Systems,R111213,Scalable join processing on very large RDF graphs
R135,Databases/Information Systems,R111806,FedX: Optimization Techniques for Federated Query Processing on Linked Data
R135,Databases/Information Systems,R135477,A learning object ontology repository to support annotation and discovery of educational resources using semantic thesauri
R135,Databases/Information Systems,R142374,Integrating bioinformatic data sources over the SFSU ER design tools XML databus
R135,Databases/Information Systems,R186141,Solving the Java object storage problem
R135,Databases/Information Systems,R187597,Extended Characteristic Sets: Graph Indexing for SPARQL Query Optimization
R135,Databases/Information Systems,R190039,JOTR: Join-Optimistic Triple Reordering Approach for SPARQL Query Optimization on Big RDF Data
R135,Databases/Information Systems,R198288,Combining Vertex-Centric Graph Processing with SPARQL for Large-Scale RDF Data Analytics
R137681,"Information Systems, Process and Knowledge Management",R140051,Hackathons and the Practices and Possibilities of Participation
R137681,"Information Systems, Process and Knowledge Management",R140043,Unleashing innovation through internal hackathons
R137681,"Information Systems, Process and Knowledge Management",R140070,Hackathons as Co-optation Ritual: Socializing Workers and Institutionalizing Innovation in the “New” Economy
R137681,"Information Systems, Process and Knowledge Management",R140059,Open data hackathons: an innovative strategy to enhance entrepreneurial intention
R137681,"Information Systems, Process and Knowledge Management",R140106,Smart Cities in Europe
R137681,"Information Systems, Process and Knowledge Management",R140080,Interdisciplinary Online Hackathons as an Approach to Combat the COVID-19 Pandemic: Case Study
R137681,"Information Systems, Process and Knowledge Management",R148013,Google Dataset Search: Building a search engine for datasets in an open Web ecosystem
R137681,"Information Systems, Process and Knowledge Management",R156129,DIGITAL MANUFACTURING: REQUIREMENTS AND CHALLENGES FOR IMPLEMENTING DIGITAL SURROGATES
R137681,"Information Systems, Process and Knowledge Management",R156154,A Review of the Roles of Digital Twin in CPS-based Production Systems
R137681,"Information Systems, Process and Knowledge Management",R156171,Digital Twin—The Simulation Aspect
R137681,"Information Systems, Process and Knowledge Management",R156149,A brief discussion on the trends of habilitating technologies for Industry 4.0 and Smart manufacturing
R137681,"Information Systems, Process and Knowledge Management",R156165,Digital twin – Proof of concept
R137681,"Information Systems, Process and Knowledge Management",R156158,Digital Twin in manufacturing: A categorical literature review and classification
R137681,"Information Systems, Process and Knowledge Management",R156161,Life Cycle Simulation for the design of Product–Service Systems
R137681,"Information Systems, Process and Knowledge Management",R156142,Part data integration in the Shop Floor Digital Twin: Mobile and cloud technologies to enable a manufacturing execution system
R137681,"Information Systems, Process and Knowledge Management",R159456,Geospatial Artificial Intelligence: Potentials of Machine Learning for 3D Point Clouds and Geospatial Digital Twins
R137681,"Information Systems, Process and Knowledge Management",R159447,Smart City Platform Enabling Digital Twin 
R137681,"Information Systems, Process and Knowledge Management",R159450,"Urban Digital Twins for Smart Cities and Citizens: The Case Study of Herrenberg, Germany"
R137681,"Information Systems, Process and Knowledge Management",R159459,RESEARCH ON CONSTRUCTION OF SPATIO-TEMPORAL DATA VISUALIZATION PLATFORM FOR GIS AND BIM FUSION
R137681,"Information Systems, Process and Knowledge Management",R159484,Smart city dvelopment with digital twin technology
R137681,"Information Systems, Process and Knowledge Management",R159462,Digital geoTwin Vienna: Towards a Digital Twin City as Geodata Hub
R137681,"Information Systems, Process and Knowledge Management",R159465,A Socio-Technical Perspective on Urban Analytics: The Case of City-Scale Digital Twins
R137681,"Information Systems, Process and Knowledge Management",R159470,Disaster City Digital Twin: A vision for integrating artificial and human intelligence for disaster management
R137681,"Information Systems, Process and Knowledge Management",R159478,"Digital Twin, Virtual Reality and Space Syntax: Civic engagement and decision support for smart, sustainable cities"
R137681,"Information Systems, Process and Knowledge Management",R159481,The Digital Twin of the City of Zurich for Urban Planning
R137681,"Information Systems, Process and Knowledge Management",R159473,Participatory Sensing and Digital Twin City: Updating Virtual City Models for Enhanced Risk-Informed Decision-Making
R137681,"Information Systems, Process and Knowledge Management",R159487,"Urban Intelligence: a Modular, Fully Integrated, and Evolving Model for Cities Digital Twinning"
R137681,"Information Systems, Process and Knowledge Management",R160217,Methodological Framework for Digital Transition and Performance Assessment of Smart Cities
R137681,"Information Systems, Process and Knowledge Management",R160211,Architecting Smart City Digital Twins: Combined Semantic Model and Machine Learning Approach
R137681,"Information Systems, Process and Knowledge Management",R160220,Digital Twin Modeling of Smart Cities
